1,10.141.251.47,swissthree_25,20170615121329,5.033542
2,10.141.251.47,swissthree_25,20170615121331,3.705544
3,10.141.251.47,swissthree_25,20170615121333,3.704289
4,10.141.251.47,swissthree_25,20170615121335,3.706309
5,10.141.251.47,swissthree_25,20170615121337,3.706128
6,10.141.251.47,swissthree_25,20170615121339,6.200498
7,10.141.251.47,swissthree_25,20170615121341,6.199562
8,10.141.251.47,swissthree_25,20170615121343,6.198079
9,10.141.251.47,swissthree_25,20170615121345,6.222125
10,10.141.251.47,swissthree_25,20170615121347,6.216782
11,10.141.251.47,swissthree_25,20170615121349,7.243667
12,10.141.251.47,swissthree_25,20170615121351,7.244474
13,10.141.251.47,swissthree_25,20170615121353,7.24361
14,10.141.251.47,swissthree_25,20170615121355,7.24293
15,10.141.251.47,swissthree_25,20170615121357,7.640438
16,10.141.251.47,swissthree_25,20170615121359,7.027136
17,10.141.251.47,swissthree_25,20170615121401,7.017687
18,10.141.251.47,swissthree_25,20170615121403,7.524313
19,10.141.251.47,swissthree_25,20170615121405,19.751279
20,10.141.251.47,swissthree_25,20170615121407,28.006275
21,10.141.251.47,swissthree_25,20170615121409,20.585476
22,10.141.251.47,swissthree_25,20170615121411,20.730983
23,10.141.251.47,swissthree_25,20170615121413,20.770476
24,10.141.251.47,swissthree_25,20170615121415,20.769988
25,10.141.251.47,swissthree_25,20170615121527,10.145792
26,10.141.251.47,swissthree_25,20170615121529,7.445806
27,10.141.251.47,swissthree_25,20170615121531,7.39329
28,10.141.251.47,swissthree_25,20170615121533,7.173356
29,10.141.251.47,swissthree_25,20170615121535,7.1046
30,10.141.251.47,swissthree_25,20170615121537,7.067355
31,10.141.251.47,swissthree_25,20170615121539,6.993011
32,10.141.251.47,swissthree_25,20170615121541,6.36342
33,10.141.251.47,swissthree_25,20170615121543,6.385804
34,10.141.251.47,swissthree_25,20170615121545,6.388361
35,10.141.251.47,swissthree_25,20170615121547,6.402586
36,10.141.251.47,swissthree_25,20170615121549,6.411077
37,10.141.251.47,swissthree_25,20170615121551,5.439693
38,10.141.251.47,swissthree_25,20170615121553,5.436679
39,10.141.251.47,swissthree_25,20170615121555,5.435583
40,10.141.251.47,swissthree_25,20170615121559,6.472071
41,10.141.251.47,swissthree_25,20170615121601,6.466637
42,10.141.251.47,swissthree_25,20170615121603,6.461155
43,10.141.251.47,swissthree_25,20170615121605,6.458407
44,10.141.251.47,swissthree_25,20170615121607,5.674199
45,10.141.251.47,swissthree_25,20170615121609,5.67015
46,10.141.251.47,swissthree_25,20170615121611,5.674921
47,10.141.251.47,swissthree_25,20170615121613,5.682589
48,10.141.251.47,swissthree_25,20170615121615,5.506775
49,10.141.251.47,swissthree_25,20170615121617,5.477763
50,10.141.251.47,swissthree_25,20170615121619,5.69081
51,10.141.251.47,swissthree_25,20170615121621,5.756169
52,10.141.251.47,swissthree_25,20170615121623,7.990985
53,10.141.251.47,swissthree_25,20170615121625,7.95616
54,10.141.251.47,swissthree_25,20170615121627,7.88548
55,10.141.251.47,swissthree_25,20170615121628,7.839798
56,10.141.251.47,swissthree_25,20170615121630,5.53996
57,10.141.251.47,swissthree_25,20170615121632,5.622609
58,10.141.251.47,swissthree_25,20170615121634,5.753456
59,10.141.251.47,swissthree_25,20170615121636,5.82632
60,10.141.251.47,swissthree_25,20170615121638,5.965717
61,10.141.251.47,swissthree_25,20170615121640,4.935234
62,10.141.251.47,swissthree_25,20170615121642,4.939683
63,10.141.251.47,swissthree_25,20170615121644,4.937561
64,10.141.251.47,swissthree_25,20170615121646,4.936404
65,10.141.251.47,swissthree_25,20170615121648,6.707471
66,10.141.251.47,swissthree_25,20170615121650,6.750284
67,10.141.251.47,swissthree_25,20170615121652,6.798168
68,10.141.251.47,swissthree_25,20170615121654,6.834284
69,10.141.251.47,swissthree_25,20170615121656,7.906491
70,10.141.251.47,swissthree_25,20170615121658,7.902465
71,10.141.251.47,swissthree_25,20170615121700,7.907019
72,10.141.251.47,swissthree_25,20170615121702,7.904684
73,10.141.251.47,swissthree_25,20170615121704,7.89666
74,10.141.251.47,swissthree_25,20170615121706,5.5842
75,10.141.251.47,swissthree_25,20170615121708,5.582191
76,10.141.251.47,swissthree_25,20170615121710,5.575279
77,10.141.251.47,swissthree_25,20170615121712,5.575097
78,10.141.251.47,swissthree_25,20170615121714,9.163281
79,10.141.251.47,swissthree_25,20170615121716,9.170977
80,10.141.251.47,swissthree_25,20170615121718,9.151626
81,10.141.251.47,swissthree_25,20170615121720,9.167843
82,10.141.251.47,swissthree_25,20170615121722,6.008118
83,10.141.251.47,swissthree_25,20170615121724,6.000351
84,10.141.251.47,swissthree_25,20170615121726,5.94218
85,10.141.251.47,swissthree_25,20170615121728,5.939598
86,10.141.251.47,swissthree_25,20170615121730,5.963317
87,10.141.251.47,swissthree_25,20170615121732,7.886653
88,10.141.251.47,swissthree_25,20170615121734,7.781071
89,10.141.251.47,swissthree_25,20170615121736,7.760856
90,10.141.251.47,swissthree_25,20170615121738,7.7848
91,10.141.251.47,swissthree_25,20170615121740,7.464266
92,10.141.251.47,swissthree_25,20170615121742,7.452925
93,10.141.251.47,swissthree_25,20170615121744,7.424482
94,10.141.251.47,swissthree_25,20170615121746,7.414164
95,10.141.251.47,swissthree_25,20170615121748,9.612244
96,10.141.251.47,swissthree_25,20170615121750,9.603134
97,10.141.251.47,swissthree_25,20170615121752,9.610633
98,10.141.251.47,swissthree_25,20170615121754,9.59803
99,10.141.251.47,swissthree_25,20170615121756,6.309984
100,10.141.251.47,swissthree_25,20170615121758,6.321363
101,10.141.251.47,swissthree_25,20170615121800,6.323737
102,10.141.251.47,swissthree_25,20170615121802,6.319284
103,10.141.251.47,swissthree_25,20170615121804,6.323827
104,10.141.251.47,swissthree_25,20170615121806,6.323468
105,10.141.251.47,swissthree_25,20170615121808,6.765479
106,10.141.251.47,swissthree_25,20170615121810,6.74117
107,10.141.251.47,swissthree_25,20170615121812,6.721557
108,10.141.251.47,swissthree_25,20170615121814,6.693597
109,10.141.251.47,swissthree_25,20170615121816,6.062811
110,10.141.251.47,swissthree_25,20170615121818,6.45592
111,10.141.251.47,swissthree_25,20170615121820,7.147788
112,10.141.251.47,swissthree_25,20170615121822,6.991836
113,10.141.251.47,swissthree_25,20170615121824,5.955252
114,10.141.251.47,swissthree_25,20170615121826,8.377873
115,10.141.251.47,swissthree_25,20170615121828,8.346879
116,10.141.251.47,swissthree_25,20170615121830,8.344601
