1,11.75,2.196,0.95975,12:13:25,192.168.1.7
2,11.8,0.264,0.0395,12:13:30,192.168.1.7
3,11.7125,0.26,0.0165,12:13:34,192.168.1.5
4,11.325,2.853,0.105,12:13:38,192.168.1.5
5,11.775,0.926,0.9485,12:13:42,192.168.1.5
6,11.8125,0.239,0.02025,12:13:46,192.168.1.5
7,11.7875,0.257,0.02075,12:13:50,192.168.1.5
8,11.775,0.898,0.9625,12:13:54,192.168.1.5
9,11.7375,0.21,0.047,12:13:58,192.168.1.5
10,11.7625,0.269,0.04975,12:14:02,192.168.1.5
11,11.35,1.088,1.24275,12:14:06,192.168.1.5
12,11.8,0.393,0.1815,12:14:10,192.168.1.5
13,11.8125,0.275,0.01825,12:14:14,192.168.1.5
14,11.8125,0.272,0.025,12:14:19,192.168.1.5
15,11.8125,0.948,1.011,12:14:23,192.168.1.5
16,11.8,0.261,0.033,12:14:27,192.168.1.5
17,11.8,0.272,0.01825,12:14:31,192.168.1.5
18,11.8,0.263,0.017,12:14:35,192.168.1.5
19,11.8,0.245,0.03225,12:14:39,192.168.1.5
20,11.8125,0.276,0.013,12:14:43,192.168.1.5
21,11.8125,0.271,0.0165,12:14:47,192.168.1.5
22,11.8125,0.263,0.03075,12:14:51,192.168.1.5
23,11.8,0.272,0.02175,12:14:55,192.168.1.5
24,11.8,0.254,0.0385,12:14:59,192.168.1.5
25,11.8,0.257,0.0225,12:15:03,192.168.1.5
26,11.8125,0.256,0.01675,12:15:07,192.168.1.5
27,11.8125,0.259,0.0425,12:15:12,192.168.1.5
28,11.8125,0.258,0.026,12:15:16,192.168.1.5
29,11.8125,0.27,0.018,12:15:20,192.168.1.5
30,11.8,0.281,0.013,12:15:24,192.168.1.5
31,11.7875,0.264,0.017,12:15:28,192.168.1.5
32,11.6875,0.904,0.98375,12:15:32,192.168.1.5
33,11.8625,1.554,1.25875,12:15:36,192.168.1.5
34,11.75,0.288,0.02775,12:15:40,192.168.1.5
35,11.75,0.263,0.01525,12:15:44,192.168.1.5
36,11.75,0.27,0.01575,12:15:48,192.168.1.5
37,11.775,0.248,0.01775,12:15:52,192.168.1.5
