1,0.0,12:13:33,192.168.1.5
2,0.0,12:13:34,192.168.1.5
3,0.0,12:13:35,192.168.1.5
4,0.0,12:13:36,192.168.1.5
5,0.0,12:13:37,192.168.1.5
6,0.0,12:13:38,192.168.1.5
7,0.0,12:13:52,192.168.1.5
8,0.62,12:14:04,192.168.1.5
9,0.0,12:14:05,192.168.1.5
10,0.0,12:14:06,192.168.1.5
11,0.0,12:14:21,192.168.1.5
12,3.26,12:17:25,192.168.1.7
13,0.0,12:17:27,192.168.1.7
14,0.0,12:17:28,192.168.1.7
15,0.0,12:17:34,192.168.1.7
16,0.0,12:17:38,192.168.1.7
17,0.0,12:17:42,192.168.1.7
18,0.0,12:17:46,192.168.1.7
19,0.0,12:17:54,192.168.1.7
20,0.0,12:17:58,192.168.1.7
21,0.0,12:18:03,192.168.1.7
22,0.0,12:18:10,192.168.1.7
23,0.0,12:18:15,192.168.1.7
24,0.74,12:18:19,192.168.1.5
25,0.0,12:18:20,192.168.1.5
26,0.0,12:18:21,192.168.1.5
27,0.0,12:18:22,192.168.1.5
28,0.0,12:18:24,192.168.1.7
29,0.0,12:18:32,192.168.1.7
30,0.0,12:18:36,192.168.1.7
31,0.0,12:18:36,192.168.1.5
32,0.0,12:18:37,192.168.1.5
33,0.0,12:18:38,192.168.1.7
34,0.0,12:18:38,192.168.1.5
35,0.0,12:18:39,192.168.1.5
36,0.0,12:18:43,192.168.1.7
37,0.0,12:18:48,192.168.1.7
38,0.0,12:18:51,192.168.1.7
39,0.84,12:18:55,192.168.1.5
40,0.0,12:18:56,192.168.1.5
41,0.0,12:18:57,192.168.1.7
42,0.0,12:18:57,192.168.1.5
43,0.0,12:18:58,192.168.1.5
44,0.0,12:18:59,192.168.1.5
45,0.0,12:19:00,192.168.1.5
46,0.0,12:19:01,192.168.1.7
47,0.0,12:19:09,192.168.1.7
48,0.0,12:19:12,192.168.1.7
49,0.54,12:19:14,192.168.1.5
50,0.0,12:19:15,192.168.1.7
51,0.0,12:19:16,192.168.1.5
52,0.0,12:19:19,192.168.1.7
53,0.0,12:19:24,192.168.1.7
54,0.02,12:19:27,192.168.1.5
55,0.0,12:19:28,192.168.1.5
56,0.0,12:19:29,192.168.1.5
57,0.0,12:19:30,192.168.1.5
58,0.0,12:19:31,192.168.1.5
59,0.0,12:19:32,192.168.1.7
60,0.0,12:19:42,192.168.1.7
61,0.58,12:19:45,192.168.1.5
62,0.0,12:19:46,192.168.1.5
63,0.0,12:19:47,192.168.1.5
64,0.0,12:19:49,192.168.1.7
65,0.0,12:19:55,192.168.1.7
66,0.0,12:20:01,192.168.1.7
67,0.36,12:20:05,192.168.1.5
68,0.0,12:20:07,192.168.1.7
69,0.0,12:20:13,192.168.1.7
70,0.44,12:20:17,192.168.1.5
71,0.0,12:20:18,192.168.1.5
72,0.0,12:20:19,192.168.1.5
73,0.02,12:20:19,192.168.1.7
74,0.0,12:20:20,192.168.1.5
75,0.0,12:20:20,192.168.1.5
76,22.56,12:20:22,192.168.1.5
77,0.0,12:20:24,192.168.1.7
78,0.0,12:20:31,192.168.1.7
79,0.0,12:20:37,192.168.1.7
80,31.1,12:20:37,192.168.1.5
81,0.0,12:20:38,192.168.1.5
82,0.1,12:20:43,192.168.1.7
83,8.44,12:21:00,192.168.1.5
84,4.12,12:21:00,192.168.1.7
85,100.0,12:21:17,192.168.1.5
86,0.0,12:21:18,192.168.1.7
87,100.0,12:21:35,192.168.1.5
88,0.0,12:21:35,192.168.1.7
89,100.0,12:21:58,192.168.1.5
90,0.0,12:21:58,192.168.1.7
91,100.0,12:22:24,192.168.1.5
92,0.0,12:22:25,192.168.1.7
93,0.0,12:22:50,192.168.1.7
94,99.5,12:22:52,192.168.1.5
95,0.0,12:23:22,192.168.1.7
96,37.18,12:23:24,192.168.1.5
97,0.0,12:23:44,192.168.1.7
98,0.0,12:23:48,192.168.1.5
99,0.0,12:24:08,192.168.1.7
100,0.0,12:24:25,192.168.1.7
101,0.0,12:24:42,192.168.1.7
102,0.0,12:25:00,192.168.1.7
103,0.0,12:25:17,192.168.1.7
104,0.0,12:25:34,192.168.1.7
105,0.04,12:25:38,192.168.1.7
106,0.0,12:25:39,192.168.1.7
107,0.0,12:25:41,192.168.1.7
108,0.0,12:25:51,192.168.1.7
109,0.0,12:25:59,192.168.1.7
110,0.0,12:26:03,192.168.1.7
111,0.0,12:26:07,192.168.1.7
112,0.0,12:26:12,192.168.1.7
113,1.38,12:26:17,192.168.1.7
114,6.26,12:26:21,192.168.1.7
115,2.38,12:26:27,192.168.1.7
116,0.0,12:26:35,192.168.1.7
117,4.22,12:26:40,192.168.1.7
118,7.54,12:26:44,192.168.1.7
119,5.74,12:26:49,192.168.1.7
120,6.04,12:26:53,192.168.1.7
121,5.56,12:26:58,192.168.1.7
122,0.0,12:27:08,192.168.1.7
123,0.0,12:27:18,192.168.1.7
124,2.84,12:27:25,192.168.1.7
125,3.62,12:27:29,192.168.1.7
126,2.74,12:27:35,192.168.1.7
127,1.0,12:27:42,192.168.1.7
128,2.34,12:27:47,192.168.1.7
129,0.0,12:27:54,192.168.1.7
130,0.0,12:28:01,192.168.1.7
131,0.0,12:28:06,192.168.1.7
132,0.0,12:28:11,192.168.1.7
133,0.0,12:28:15,192.168.1.7
134,0.0,12:28:22,192.168.1.7
