1,93.9,10:47:55,192.168.1.7
2,100.0,10:47:56,192.168.1.7
3,65.16,10:48:03,192.168.1.7
4,0.0,10:48:07,192.168.1.7
5,0.0,10:48:11,192.168.1.7
6,0.0,10:48:15,192.168.1.7
7,0.0,10:48:24,192.168.1.7
8,0.0,10:48:27,192.168.1.7
9,0.0,10:48:33,192.168.1.7
10,0.0,10:48:40,192.168.1.7
11,0.0,10:48:46,192.168.1.7
12,0.0,10:48:55,192.168.1.7
13,0.0,10:49:02,192.168.1.7
14,0.0,10:49:06,192.168.1.7
15,0.0,10:49:12,192.168.1.7
16,0.0,10:49:17,192.168.1.7
17,0.0,10:49:21,192.168.1.7
18,0.0,10:49:28,192.168.1.7
19,0.0,10:49:36,192.168.1.7
20,0.0,10:49:40,192.168.1.7
21,0.0,10:49:43,192.168.1.7
22,0.0,10:49:49,192.168.1.7
23,0.0,10:49:54,192.168.1.7
24,0.0,10:50:05,192.168.1.7
25,0.0,10:50:15,192.168.1.7
26,0.0,10:50:23,192.168.1.7
27,0.0,10:50:29,192.168.1.7
28,0.0,10:50:35,192.168.1.7
29,0.0,10:50:41,192.168.1.7
30,0.0,10:50:48,192.168.1.7
31,0.0,10:50:55,192.168.1.7
32,0.0,10:51:02,192.168.1.7
33,0.0,10:51:08,192.168.1.7
34,0.0,10:51:13,192.168.1.7
35,0.0,10:51:19,192.168.1.7
36,0.0,10:51:28,192.168.1.7
37,0.0,12:08:44,192.168.1.7
38,0.0,12:08:48,192.168.1.7
39,0.0,12:08:49,192.168.1.5
40,0.0,12:08:50,192.168.1.5
41,0.0,12:08:51,192.168.1.5
42,0.0,12:08:52,192.168.1.7
43,0.0,12:08:52,192.168.1.5
44,0.0,12:08:59,192.168.1.7
45,0.0,12:09:04,192.168.1.7
46,0.0,12:09:09,192.168.1.5
47,0.0,12:09:10,192.168.1.5
48,0.0,12:09:10,192.168.1.7
49,0.0,12:09:11,192.168.1.5
50,0.0,12:09:12,192.168.1.5
51,0.0,12:09:13,192.168.1.5
52,0.0,12:09:13,192.168.1.7
53,0.0,12:09:19,192.168.1.7
54,0.0,12:09:27,192.168.1.5
55,0.0,12:09:28,192.168.1.5
56,0.0,12:09:28,192.168.1.7
57,0.0,12:09:35,192.168.1.7
58,0.0,12:09:39,192.168.1.7
59,0.02,12:09:39,192.168.1.5
60,0.0,12:09:40,192.168.1.5
61,0.0,12:09:41,192.168.1.7
62,0.0,12:09:41,192.168.1.5
63,0.0,12:09:42,192.168.1.5
64,0.0,12:09:43,192.168.1.5
65,4.16,12:09:44,192.168.1.5
66,0.0,12:09:46,192.168.1.7
67,0.0,12:09:51,192.168.1.7
68,3.1,12:09:53,192.168.1.7
69,0.0,12:09:54,192.168.1.7
70,0.0,12:09:58,192.168.1.7
71,22.76,12:09:59,192.168.1.5
72,0.0,12:10:00,192.168.1.5
73,52.1,12:10:02,192.168.1.7
74,0.0,12:10:06,192.168.1.7
75,0.0,12:10:10,192.168.1.7
76,0.0,12:10:14,192.168.1.7
77,0.0,12:10:17,192.168.1.5
78,0.0,12:10:18,192.168.1.5
79,0.0,12:10:21,192.168.1.7
80,0.0,12:10:25,192.168.1.7
81,0.54,12:10:30,192.168.1.5
82,0.0,12:10:31,192.168.1.7
83,0.0,12:10:31,192.168.1.5
84,0.0,12:10:32,192.168.1.5
85,0.0,12:10:33,192.168.1.5
86,0.0,12:10:34,192.168.1.5
87,0.0,12:10:35,192.168.1.5
88,0.0,12:10:35,192.168.1.7
89,0.0,12:10:40,192.168.1.7
90,0.0,12:10:49,192.168.1.7
91,0.0,12:10:50,192.168.1.5
92,0.0,12:10:51,192.168.1.5
93,0.0,12:10:57,192.168.1.7
94,0.0,12:11:01,192.168.1.7
95,0.0,12:11:02,192.168.1.5
96,0.0,12:11:03,192.168.1.5
97,0.0,12:11:04,192.168.1.7
98,0.0,12:11:04,192.168.1.5
99,0.0,12:11:05,192.168.1.5
100,0.0,12:11:07,192.168.1.7
101,0.0,12:11:13,192.168.1.7
102,0.0,12:11:17,192.168.1.7
103,0.4,12:11:20,192.168.1.5
104,0.0,12:11:21,192.168.1.5
105,0.0,12:11:22,192.168.1.5
106,0.0,12:11:22,192.168.1.7
107,0.0,12:11:23,192.168.1.5
108,0.0,12:11:24,192.168.1.5
109,0.0,12:11:27,192.168.1.7
110,0.0,12:11:35,192.168.1.7
111,0.0,12:11:38,192.168.1.7
112,0.28,12:11:41,192.168.1.5
113,0.0,12:11:42,192.168.1.7
114,0.0,12:11:42,192.168.1.5
115,0.0,12:11:44,192.168.1.7
116,0.0,12:11:50,192.168.1.7
117,0.46,12:11:53,192.168.1.5
118,0.0,12:11:54,192.168.1.5
