1,11.775,0.261,0.01925,10:47:52,None
2,11.4125,0.875,0.93375,10:47:56,192.168.1.7
3,11.75,0.883,0.93325,10:48:00,192.168.1.7
4,11.8,0.941,1.011,10:48:04,192.168.1.7
5,11.725,0.866,0.97175,10:48:08,192.168.1.7
6,11.7875,2.82,0.08,10:48:12,192.168.1.7
7,11.8125,1.534,1.30275,10:48:17,192.168.1.7
8,11.8,2.445,0.4875,10:48:21,192.168.1.7
9,11.675,0.225,0.0465,10:48:25,192.168.1.7
10,11.8,0.204,0.029,10:48:29,192.168.1.7
11,11.8125,0.885,0.92325,10:48:33,192.168.1.7
12,11.6625,2.233,0.86975,10:48:37,192.168.1.7
13,11.7125,0.23,0.0125,10:48:41,192.168.1.7
14,11.7375,0.255,0.00975,10:48:45,192.168.1.7
15,11.8,0.902,0.949,10:48:49,192.168.1.7
16,11.8,1.0,0.906,10:48:53,192.168.1.7
17,11.7625,0.277,0.0215,10:48:58,192.168.1.7
18,11.7625,0.249,0.04925,10:49:02,192.168.1.7
19,11.6875,0.824,0.958,10:49:06,192.168.1.7
20,11.8125,0.258,0.09975,10:49:10,192.168.1.7
21,11.7625,1.587,1.3255,10:49:14,192.168.1.7
22,11.7875,0.219,0.018,10:49:18,192.168.1.7
23,11.8,2.242,1.0315,10:49:22,192.168.1.7
24,11.8125,0.257,0.0175,10:49:26,192.168.1.7
25,11.8,0.262,0.03125,10:49:30,192.168.1.7
26,11.775,0.259,0.04025,10:49:34,192.168.1.7
27,11.7,0.28,0.11525,10:49:38,192.168.1.7
28,11.7625,0.251,0.03125,10:49:43,192.168.1.7
29,11.8125,0.327,0.0485,10:49:47,192.168.1.7
30,11.7875,0.888,0.9755,10:49:51,192.168.1.7
31,11.7875,0.25,0.03675,10:49:55,192.168.1.7
32,11.7875,0.286,0.00675,10:49:59,192.168.1.7
33,11.775,0.284,0.03375,10:50:03,192.168.1.7
34,11.775,0.866,0.98875,10:50:07,192.168.1.7
35,11.7625,0.246,0.0395,10:50:11,192.168.1.7
36,11.8125,0.198,0.043,10:50:15,192.168.1.7
37,11.7875,0.214,0.03775,10:50:19,192.168.1.7
38,11.7625,3.67,0.04,10:50:23,192.168.1.7
39,11.7875,0.285,0.01075,10:50:27,192.168.1.7
40,11.8,0.247,0.05175,10:50:31,192.168.1.7
41,11.7875,0.239,0.02525,10:50:35,192.168.1.7
42,11.8,2.52,0.57,10:50:40,192.168.1.7
43,11.8125,0.288,0.02,10:50:44,192.168.1.7
44,11.7625,0.269,0.01025,10:50:48,192.168.1.7
45,11.75,0.286,0.02325,10:50:52,192.168.1.7
46,11.8,0.241,0.02775,10:50:56,192.168.1.7
47,11.7875,0.252,0.02175,10:51:00,192.168.1.7
48,11.7625,0.273,0.03375,10:51:04,192.168.1.7
49,11.75,0.274,0.01375,10:51:08,192.168.1.7
50,11.7875,0.867,0.98375,10:51:12,192.168.1.7
51,11.7875,1.748,1.07125,10:51:16,192.168.1.7
52,11.8,0.205,0.01575,10:51:20,192.168.1.7
53,11.775,0.244,0.02575,10:51:24,192.168.1.7
54,11.7875,0.267,0.01425,10:51:29,192.168.1.7
55,11.825,0.27,0.01775,10:51:33,192.168.1.7
56,11.775,0.238,0.02325,10:51:37,192.168.1.7
57,11.8,0.288,0.02075,10:51:41,192.168.1.7
58,11.775,1.102,0.899,10:51:45,192.168.1.7
59,11.775,0.267,0.0135,10:51:49,192.168.1.7
60,11.7625,0.262,0.01425,10:51:53,192.168.1.7
61,11.775,0.254,0.02925,10:51:57,192.168.1.7
62,11.775,0.668,0.673,10:52:01,192.168.1.7
63,11.675,1.156,1.243,10:52:05,192.168.1.7
64,11.8,0.282,0.02625,10:52:09,192.168.1.7
65,11.775,0.282,0.023,10:52:13,192.168.1.7
66,11.75,0.251,0.0315,10:52:17,192.168.1.7
67,11.75,0.263,0.01875,10:52:21,192.168.1.7
68,11.775,0.238,0.04475,10:52:26,192.168.1.7
69,11.7875,0.272,0.03,10:52:28,192.168.1.7
70,11.7875,0.264,0.02725,12:08:44,192.168.1.7
71,11.825,0.945,1.00175,12:08:48,192.168.1.7
72,11.325,2.153,0.9395,12:08:52,192.168.1.5
73,11.75,2.078,1.8265,12:08:56,192.168.1.7
74,11.6625,0.26,0.01775,12:09:00,192.168.1.7
75,11.7875,0.253,0.02875,12:09:04,192.168.1.7
76,11.4625,0.493,0.33875,12:09:08,192.168.1.5
77,11.25,3.015,0.3425,12:09:12,192.168.1.5
78,11.75,2.081,1.83375,12:09:16,192.168.1.7
79,11.8,0.278,0.01375,12:09:21,192.168.1.7
80,11.6875,0.249,0.02125,12:09:25,192.168.1.7
81,11.475,1.528,1.28425,12:09:29,192.168.1.7
82,11.775,0.25,0.025,12:09:33,192.168.1.7
83,11.775,0.991,0.7705,12:09:37,192.168.1.7
84,10.7375,2.209,1.0055,12:09:41,192.168.1.5
85,11.475,2.914,0.1325,12:09:45,192.168.1.5
86,11.75,0.269,0.037,12:09:49,192.168.1.7
87,11.425,0.885,0.929,12:09:53,192.168.1.7
88,11.8,2.777,1.25825,12:09:57,192.168.1.7
89,11.7,2.867,1.36225,12:10:01,192.168.1.7
90,11.8125,0.872,1.02425,12:10:06,192.168.1.7
91,11.7875,0.872,0.96925,12:10:10,192.168.1.7
92,11.75,1.576,1.38425,12:10:14,192.168.1.7
93,11.2,0.95,1.046,12:10:18,192.168.1.5
94,11.7625,1.219,1.4425,12:10:22,192.168.1.7
95,11.7875,1.937,0.958,12:10:26,192.168.1.7
96,11.4375,0.178,0.01675,12:10:30,192.168.1.7
97,11.4,2.875,0.065,12:10:34,192.168.1.5
98,11.7125,1.495,1.31775,12:10:38,192.168.1.7
99,11.8,0.417,0.26725,12:10:42,192.168.1.7
100,11.8375,0.206,0.042,12:10:46,192.168.1.7
101,11.1125,0.685,0.68275,12:10:50,192.168.1.5
102,11.725,0.883,0.93325,12:10:54,192.168.1.7
103,11.825,0.232,0.02425,12:10:59,192.168.1.7
104,11.3375,2.794,0.017,12:11:03,192.168.1.7
105,11.2125,2.854,0.0375,12:11:07,192.168.1.7
106,11.775,0.257,0.0325,12:11:11,192.168.1.7
107,11.825,1.145,1.30875,12:11:15,192.168.1.7
108,11.7625,1.892,0.823,12:11:19,192.168.1.7
109,11.2,1.542,1.27925,12:11:23,192.168.1.5
110,11.8,1.538,1.265,12:11:27,192.168.1.7
111,11.7875,0.255,0.0215,12:11:31,192.168.1.7
112,11.8875,0.262,0.02175,12:11:35,192.168.1.7
113,11.775,2.853,0.014,12:11:39,192.168.1.7
114,10.95,1.565,1.31375,12:11:43,192.168.1.5
115,11.8,0.867,0.998,12:11:48,192.168.1.7
116,11.775,0.235,0.04375,12:11:52,192.168.1.7
117,11.2875,2.919,0.0375,12:11:56,192.168.1.5
118,11.8375,2.864,0.045,12:12:00,192.168.1.7
119,11.75,0.23,0.04,12:12:04,192.168.1.7
120,11.75,0.368,0.193,12:12:08,192.168.1.7
121,11.8,0.258,0.02825,12:12:12,192.168.1.7
122,11.175,2.182,0.99825,12:12:16,192.168.1.5
123,11.7125,0.953,0.88475,12:12:20,192.168.1.7
124,11.775,0.859,0.967,12:12:24,192.168.1.7
125,11.775,1.247,1.0265,12:12:28,192.168.1.7
126,11.4,1.545,1.2925,12:12:32,192.168.1.7
127,11.7375,0.282,0.01875,12:12:36,192.168.1.7
128,11.7,0.222,0.0285,12:12:41,192.168.1.7
129,11.8625,0.199,0.04825,12:12:45,192.168.1.7
130,11.4125,2.862,0.0875,12:12:49,192.168.1.7
131,11.7875,0.258,0.0475,12:12:53,192.168.1.7
132,11.8,0.254,0.02525,12:12:57,192.168.1.7
133,11.775,0.164,0.004,12:13:01,192.168.1.7
134,11.6875,3.083,1.58525,12:13:05,192.168.1.7
135,11.75,2.596,1.176,12:13:09,192.168.1.7
136,11.75,2.841,0.0105,12:13:13,192.168.1.7
137,11.8,0.262,0.012,12:13:17,192.168.1.7
138,11.1875,1.538,1.27775,12:13:21,192.168.1.5
