6036,192.168.1.8,jpfc,20170623234244,12.70,5
6037,192.168.1.8,jpfc,20170623234246,12.64,29
6038,192.168.1.8,jpfc,20170623234246,12.64,29
6039,192.168.1.8,jpfc,20170623234248,12.31,7
6040,192.168.1.8,jpfc,20170623234248,12.31,7
6041,192.168.1.8,jpfc,20170623234250,11.96,8
6042,192.168.1.8,jpfc,20170623234252,11.55,7
6043,192.168.1.8,jpfc,20170623234254,11.17,7
6044,192.168.1.8,jpfc,20170623234256,10.82,7
6045,192.168.1.8,jpfc,20170623234258,10.66,33
6046,192.168.1.8,jpfc,20170623234258,10.66,33
6047,192.168.1.8,jpfc,20170623234300,15.08,8
6048,192.168.1.8,jpfc,20170623234302,14.93,7
6049,192.168.1.8,jpfc,20170623234304,14.18,8
6050,192.168.1.8,jpfc,20170623234307,16.15,7
6051,192.168.1.8,jpfc,20170623234308,16.69,7
6052,192.168.1.8,jpfc,20170623234310,16.68,8
6053,192.168.1.8,jpfc,20170623234312,18.04,8
6054,192.168.1.8,jpfc,20170623234315,16.47,7
6055,192.168.1.8,jpfc,20170623234317,15.58,8
6056,192.168.1.8,jpfc,20170623234319,15.60,7
6057,192.168.1.8,jpfc,20170623234321,17.41,7
6058,192.168.1.8,jpfc,20170623234323,17.00,8
6059,192.168.1.8,jpfc,20170623234325,16.97,7
6060,192.168.1.8,jpfc,20170623234327,17.24,8
6061,192.168.1.8,jpfc,20170623234329,19.55,7
6062,192.168.1.8,jpfc,20170623234331,19.14,7
6063,192.168.1.8,jpfc,20170623234333,19.15,8
6064,192.168.1.8,jpfc,20170623234335,16.81,8
6065,192.168.1.8,jpfc,20170623234337,15.08,8
6066,192.168.1.8,jpfc,20170623234339,15.54,7
6067,192.168.1.8,jpfc,20170623234341,11.40,8
6068,192.168.1.8,jpfc,20170623234343,9.45,8
6069,192.168.1.8,jpfc,20170623234345,9.67,7
6070,192.168.1.8,jpfc,20170623234345,9.67,7
6071,192.168.1.8,jpfc,20170623234347,10.78,7
6072,192.168.1.8,jpfc,20170623234349,14.27,7
6073,192.168.1.8,jpfc,20170623234351,15.43,7
6074,192.168.1.8,jpfc,20170623234353,14.75,7
6075,192.168.1.8,jpfc,20170623234355,14.51,7
6076,192.168.1.8,jpfc,20170623234357,9.02,8
6077,192.168.1.8,jpfc,20170623234359,8.99,8
6078,192.168.1.8,jpfc,20170623234401,14.36,8
6079,192.168.1.8,jpfc,20170623234403,14.84,7
6080,192.168.1.8,jpfc,20170623234405,14.89,7
6081,192.168.1.8,jpfc,20170623234407,14.48,7
6082,192.168.1.8,jpfc,20170623234409,26.19,7
6083,192.168.1.8,jpfc,20170623234411,17.74,7
6084,192.168.1.8,jpfc,20170623234413,15.88,7
6085,192.168.1.8,jpfc,20170623234415,15.96,8
6086,192.168.1.8,jpfc,20170623234417,13.90,7
6087,192.168.1.8,jpfc,20170623234419,19.20,7
6088,192.168.1.8,jpfc,20170623234421,11.68,8
6089,192.168.1.8,jpfc,20170623234423,14.99,7
6090,192.168.1.8,jpfc,20170623234423,14.99,7
6091,192.168.1.8,jpfc,20170623234425,14.97,8
6092,192.168.1.8,jpfc,20170623234427,14.76,7
6093,192.168.1.8,jpfc,20170623234429,13.83,7
6094,192.168.1.8,jpfc,20170623234431,12.59,7
6095,192.168.1.8,jpfc,20170623234433,12.08,7
6096,192.168.1.8,jpfc,20170623234435,11.91,8
6097,192.168.1.8,jpfc,20170623234438,7.40,7
6098,192.168.1.8,jpfc,20170623234440,7.44,7
6099,192.168.1.8,jpfc,20170623234442,7.76,7
6100,192.168.1.8,jpfc,20170623234444,7.56,7
6101,192.168.1.8,jpfc,20170623234444,7.56,7
6102,192.168.1.8,jpfc,20170623234446,8.82,8
6103,192.168.1.8,jpfc,20170623234448,9.58,7
6104,192.168.1.8,jpfc,20170623234450,9.87,7
6105,192.168.1.8,jpfc,20170623234452,8.71,7
6106,192.168.1.8,jpfc,20170623234454,8.60,7
6107,192.168.1.8,jpfc,20170623234456,8.56,7
6108,192.168.1.8,jpfc,20170623234458,8.62,8
6109,192.168.1.8,jpfc,20170623234502,8.69,7
6110,192.168.1.8,jpfc,20170623234504,7.07,7
6111,192.168.1.8,jpfc,20170623234506,7.09,7
6112,192.168.1.8,jpfc,20170623234508,7.14,7
6113,192.168.1.8,jpfc,20170623234510,7.54,7
6114,192.168.1.8,jpfc,20170623234512,6.88,7
6115,192.168.1.8,jpfc,20170623234514,8.48,7
6116,192.168.1.8,jpfc,20170623234516,8.35,7
6117,192.168.1.8,jpfc,20170623234518,8.39,8
6118,192.168.1.8,jpfc,20170623234520,8.32,7
6119,192.168.1.8,jpfc,20170623234520,8.32,7
6120,192.168.1.8,jpfc,20170623234522,8.34,8
6121,192.168.1.8,jpfc,20170623234524,8.26,7
6122,192.168.1.8,jpfc,20170623234526,8.10,7
6123,192.168.1.8,jpfc,20170623234528,8.22,7
6124,192.168.1.8,jpfc,20170623234528,8.22,7
6125,192.168.1.8,jpfc,20170623234530,11.75,7
6126,192.168.1.8,jpfc,20170623234532,11.12,7
6127,192.168.1.8,jpfc,20170623234534,10.28,7
6128,192.168.1.8,jpfc,20170623234536,9.62,8
6129,192.168.1.8,jpfc,20170623234538,9.04,7
6130,192.168.1.8,jpfc,20170623234540,9.17,8
6131,192.168.1.8,jpfc,20170623234542,11.46,8
6132,192.168.1.8,jpfc,20170623234544,12.80,7
6133,192.168.1.8,jpfc,20170623234546,13.57,8
6134,192.168.1.8,jpfc,20170623234548,12.75,7
6135,192.168.1.8,jpfc,20170623234550,11.74,7
6136,192.168.1.8,jpfc,20170623234552,11.78,7
6137,192.168.1.8,jpfc,20170623234554,9.78,8
6138,192.168.1.8,jpfc,20170623234556,7.21,7
6139,192.168.1.8,jpfc,20170623234559,7.94,8
6140,192.168.1.8,jpfc,20170623234601,12.69,8
6141,192.168.1.8,jpfc,20170623234603,12.96,7
6142,192.168.1.8,jpfc,20170623234605,16.65,8
6143,192.168.1.8,jpfc,20170623234607,18.81,7
6144,192.168.1.8,jpfc,20170623234609,17.32,7
6145,192.168.1.8,jpfc,20170623234611,17.49,7
6146,192.168.1.8,jpfc,20170623234613,11.99,7
6147,192.168.1.8,jpfc,20170623234615,11.91,7
6148,192.168.1.8,jpfc,20170623234617,17.43,7
6149,192.168.1.8,jpfc,20170623234619,17.47,7
6150,192.168.1.8,jpfc,20170623234621,17.74,7
6151,192.168.1.8,jpfc,20170623234623,17.46,7
6152,192.168.1.8,jpfc,20170623234625,12.39,7
6153,192.168.1.8,jpfc,20170623234627,13.29,7
6154,192.168.1.8,jpfc,20170623234629,13.20,7
6155,192.168.1.8,jpfc,20170623234631,12.48,7
6156,192.168.1.8,jpfc,20170623234633,12.33,7
6157,192.168.1.8,jpfc,20170623234633,12.33,7
6158,192.168.1.8,jpfc,20170623234635,17.66,7
6159,192.168.1.8,jpfc,20170623234637,17.16,7
6160,192.168.1.8,jpfc,20170623234639,16.60,8
6161,192.168.1.8,jpfc,20170623234642,15.22,7
6162,192.168.1.8,jpfc,20170623234643,14.54,7
6163,192.168.1.8,jpfc,20170623234645,19.31,8
6164,192.168.1.8,jpfc,20170623234647,18.13,7
6165,192.168.1.8,jpfc,20170623234649,8.16,7
6166,192.168.1.8,jpfc,20170623234649,8.16,7
6167,192.168.1.8,jpfc,20170623234651,11.59,8
6168,192.168.1.8,jpfc,20170623234653,15.58,7
6169,192.168.1.8,jpfc,20170623234655,12.54,7
6170,192.168.1.8,jpfc,20170623234657,13.19,8
6171,192.168.1.8,jpfc,20170623234659,12.29,7
6172,192.168.1.8,jpfc,20170623234701,16.86,7
6173,192.168.1.8,jpfc,20170623234703,14.57,7
6174,192.168.1.8,jpfc,20170623234703,14.57,7
6175,192.168.1.8,jpfc,20170623234705,16.19,8
6176,192.168.1.8,jpfc,20170623234707,18.31,7
6177,192.168.1.8,jpfc,20170623234709,16.72,8
6178,192.168.1.8,jpfc,20170623234712,17.71,7
6179,192.168.1.8,jpfc,20170623234714,18.89,7
6180,192.168.1.8,jpfc,20170623234716,18.62,7
6181,192.168.1.8,jpfc,20170623234718,16.94,7
6182,192.168.1.8,jpfc,20170623234720,20.86,7
6183,192.168.1.8,jpfc,20170623234722,17.79,7
6184,192.168.1.8,jpfc,20170623234724,17.39,7
6185,192.168.1.8,jpfc,20170623234726,16.82,31
6186,192.168.1.8,jpfc,20170623234728,15.56,7
6187,192.168.1.8,jpfc,20170623234730,14.27,7
6188,192.168.1.8,jpfc,20170623234732,15.10,7
6189,192.168.1.8,jpfc,20170623234734,15.06,7
6190,192.168.1.8,jpfc,20170623234736,15.77,7
6191,192.168.1.8,jpfc,20170623234738,16.75,7
6192,192.168.1.8,jpfc,20170623234740,17.43,7
6193,192.168.1.8,jpfc,20170623234742,13.80,8
6194,192.168.1.8,jpfc,20170623234744,19.12,7
6195,192.168.1.8,jpfc,20170623234757,32.71,7
6196,192.168.1.8,jpfc,20170623234759,32.71,7
6197,192.168.1.8,jpfc,20170623234801,19.36,7
6198,192.168.1.8,jpfc,20170623234801,19.36,7
6199,192.168.1.8,jpfc,20170623234803,21.65,7
6200,192.168.1.8,jpfc,20170623234803,21.65,7
6201,192.168.1.8,jpfc,20170623234805,21.58,7
6202,192.168.1.8,jpfc,20170623234807,30.33,8
6203,192.168.1.8,jpfc,20170623234809,12.58,7
6204,192.168.1.8,jpfc,20170623234811,13.08,7
6205,192.168.1.8,jpfc,20170623234811,13.08,7
6206,192.168.1.8,jpfc,20170623234815,9.11,8
6207,192.168.1.8,jpfc,20170623234817,7.01,7
6208,192.168.1.8,jpfc,20170623234817,7.01,7
6209,192.168.1.8,jpfc,20170623234819,8.62,8
6210,192.168.1.8,jpfc,20170623234821,9.73,7
6211,192.168.1.8,jpfc,20170623234823,4.18,7
6212,192.168.1.8,jpfc,20170623234825,3.51,8
6213,192.168.1.8,jpfc,20170623234827,6.37,8
6214,192.168.1.8,jpfc,20170623234829,3.58,7
6215,192.168.1.8,jpfc,20170623234831,32.70,7
6216,192.168.1.8,jpfc,20170623234833,32.69,7
6217,192.168.1.8,jpfc,20170623234835,27.93,6
6218,192.168.1.8,jpfc,20170623234837,23.74,7
6219,192.168.1.8,jpfc,20170623234839,19.22,8
6220,192.168.1.8,jpfc,20170623234841,19.08,8
6221,192.168.1.8,jpfc,20170623234844,32.69,7
6222,192.168.1.8,jpfc,20170623234846,32.69,7
6223,192.168.1.8,jpfc,20170623234848,31.92,7
6224,192.168.1.8,jpfc,20170623234850,22.80,8
6225,192.168.1.8,jpfc,20170623234852,20.69,8
6226,192.168.1.8,jpfc,20170623234854,18.73,7
6227,192.168.1.8,jpfc,20170623234854,18.73,7
6228,192.168.1.8,jpfc,20170623234856,16.62,8
6229,192.168.1.8,jpfc,20170623234858,15.10,7
6230,192.168.1.8,jpfc,20170623234900,32.69,7
6231,192.168.1.8,jpfc,20170623234902,32.69,6
6232,192.168.1.8,jpfc,20170623234904,12.87,7
6233,192.168.1.8,jpfc,20170623234906,7.25,7
6234,192.168.1.8,jpfc,20170623234908,7.15,8
6235,192.168.1.8,jpfc,20170623234910,7.15,7
6236,192.168.1.8,jpfc,20170623234910,7.15,7
6237,192.168.1.8,jpfc,20170623234912,12.64,8
6238,192.168.1.8,jpfc,20170623234914,12.29,8
6239,192.168.1.8,jpfc,20170623234916,11.96,7
6240,192.168.1.8,jpfc,20170623234918,11.52,7
6241,192.168.1.8,jpfc,20170623234920,11.13,8
6242,192.168.1.8,jpfc,20170623234922,10.80,7
6243,192.168.1.8,jpfc,20170623234924,10.48,7
6244,192.168.1.8,jpfc,20170623234926,15.02,8
6245,192.168.1.8,jpfc,20170623234928,14.22,7
6246,192.168.1.8,jpfc,20170623234930,14.14,7
6247,192.168.1.8,jpfc,20170623234932,17.00,7
6248,192.168.1.8,jpfc,20170623234934,16.60,8
6249,192.168.1.8,jpfc,20170623234936,18.16,8
6250,192.168.1.8,jpfc,20170623234938,16.83,7
6251,192.168.1.8,jpfc,20170623234940,15.94,7
6252,192.168.1.8,jpfc,20170623234942,15.42,7
6253,192.168.1.8,jpfc,20170623234942,15.42,7
6254,192.168.1.8,jpfc,20170623234944,17.29,8
6255,192.168.1.8,jpfc,20170623234946,16.88,7
6256,192.168.1.8,jpfc,20170623234948,17.00,7
6257,192.168.1.8,jpfc,20170623234950,16.93,7
6258,192.168.1.8,jpfc,20170623234952,19.50,7
6259,192.168.1.8,jpfc,20170623234955,19.16,8
6260,192.168.1.8,jpfc,20170623234957,19.15,7
6261,192.168.1.8,jpfc,20170623234959,17.01,7
6262,192.168.1.8,jpfc,20170623234959,17.01,7
6263,192.168.1.8,jpfc,20170623235001,15.02,8
6264,192.168.1.8,jpfc,20170623235003,15.83,7
6265,192.168.1.8,jpfc,20170623235005,11.75,7
6266,192.168.1.8,jpfc,20170623235007,9.52,7
6267,192.168.1.8,jpfc,20170623235009,9.65,8
6268,192.168.1.8,jpfc,20170623235011,10.82,7
6269,192.168.1.8,jpfc,20170623235011,10.82,7
6270,192.168.1.8,jpfc,20170623235013,14.27,7
6271,192.168.1.8,jpfc,20170623235015,15.43,8
6272,192.168.1.8,jpfc,20170623235017,14.75,7
6273,192.168.1.8,jpfc,20170623235019,14.51,7
6274,192.168.1.8,jpfc,20170623235019,14.51,7
6275,192.168.1.8,jpfc,20170623235021,9.04,7
6276,192.168.1.8,jpfc,20170623235021,9.04,7
6277,192.168.1.8,jpfc,20170623235023,8.98,8
6278,192.168.1.8,jpfc,20170623235025,14.33,8
6279,192.168.1.8,jpfc,20170623235027,14.82,7
6280,192.168.1.8,jpfc,20170623235027,14.82,7
6281,192.168.1.8,jpfc,20170623235029,14.92,8
6282,192.168.1.8,jpfc,20170623235031,13.90,8
6283,192.168.1.8,jpfc,20170623235033,27.15,7
6284,192.168.1.8,jpfc,20170623235035,17.84,7
6285,192.168.1.8,jpfc,20170623235037,15.83,7
6286,192.168.1.8,jpfc,20170623235037,15.83,7
6287,192.168.1.8,jpfc,20170623235039,16.27,8
6288,192.168.1.8,jpfc,20170623235041,13.96,8
6289,192.168.1.8,jpfc,20170623235043,19.24,7
6290,192.168.1.8,jpfc,20170623235045,11.67,8
6291,192.168.1.8,jpfc,20170623235047,15.17,7
6292,192.168.1.8,jpfc,20170623235049,14.89,7
6293,192.168.1.8,jpfc,20170623235051,14.05,7
6294,192.168.1.8,jpfc,20170623235053,13.83,8
6295,192.168.1.8,jpfc,20170623235055,12.59,8
6296,192.168.1.8,jpfc,20170623235057,12.08,7
6297,192.168.1.8,jpfc,20170623235059,11.91,7
6298,192.168.1.8,jpfc,20170623235101,7.38,7
6299,192.168.1.8,jpfc,20170623235101,7.38,7
6300,192.168.1.8,jpfc,20170623235103,7.63,8
6301,192.168.1.8,jpfc,20170623235105,7.55,7
6302,192.168.1.8,jpfc,20170623235107,6.68,8
6303,192.168.1.8,jpfc,20170623235109,8.83,7
6304,192.168.1.8,jpfc,20170623235111,9.63,7
6305,192.168.1.8,jpfc,20170623235113,9.93,8
6306,192.168.1.8,jpfc,20170623235115,8.77,7
6307,192.168.1.8,jpfc,20170623235117,8.60,8
6308,192.168.1.8,jpfc,20170623235119,8.61,7
6309,192.168.1.8,jpfc,20170623235122,8.48,8
6310,192.168.1.8,jpfc,20170623235124,8.66,8
6311,192.168.1.8,jpfc,20170623235126,7.04,7
6312,192.168.1.8,jpfc,20170623235128,7.09,7
6313,192.168.1.8,jpfc,20170623235130,7.02,8
6314,192.168.1.8,jpfc,20170623235132,7.28,8
6315,192.168.1.8,jpfc,20170623235134,6.97,7
6316,192.168.1.8,jpfc,20170623235136,8.53,7
6317,192.168.1.8,jpfc,20170623235138,8.35,7
6318,192.168.1.8,jpfc,20170623235140,8.36,8
6319,192.168.1.8,jpfc,20170623235142,8.33,7
6320,192.168.1.8,jpfc,20170623235144,8.34,7
6321,192.168.1.8,jpfc,20170623235146,8.21,7
6322,192.168.1.8,jpfc,20170623235148,8.06,7
6323,192.168.1.8,jpfc,20170623235150,8.22,7
6324,192.168.1.8,jpfc,20170623235152,11.65,7
6325,192.168.1.8,jpfc,20170623235152,11.65,7
6326,192.168.1.8,jpfc,20170623235154,10.75,7
6327,192.168.1.8,jpfc,20170623235154,10.75,7
6328,192.168.1.8,jpfc,20170623235156,9.98,8
6329,192.168.1.8,jpfc,20170623235158,9.45,7
6330,192.168.1.8,jpfc,20170623235200,7.49,7
6331,192.168.1.8,jpfc,20170623235202,10.03,8
6332,192.168.1.8,jpfc,20170623235204,12.50,7
6333,192.168.1.8,jpfc,20170623235206,13.24,7
6334,192.168.1.8,jpfc,20170623235208,13.43,7
6335,192.168.1.8,jpfc,20170623235210,12.39,7
6336,192.168.1.8,jpfc,20170623235212,11.65,7
6337,192.168.1.8,jpfc,20170623235212,11.65,7
6338,192.168.1.8,jpfc,20170623235214,11.29,7
6339,192.168.1.8,jpfc,20170623235216,9.03,8
6340,192.168.1.8,jpfc,20170623235218,6.11,8
6341,192.168.1.8,jpfc,20170623235220,12.61,8
6342,192.168.1.8,jpfc,20170623235222,13.31,7
6343,192.168.1.8,jpfc,20170623235224,16.71,8
6344,192.168.1.8,jpfc,20170623235226,16.75,7
6345,192.168.1.8,jpfc,20170623235228,16.77,7
6346,192.168.1.8,jpfc,20170623235231,17.68,8
6347,192.168.1.8,jpfc,20170623235233,17.52,7
6348,192.168.1.8,jpfc,20170623235235,11.88,7
6349,192.168.1.8,jpfc,20170623235237,18.16,7
6350,192.168.1.8,jpfc,20170623235237,18.16,7
6351,192.168.1.8,jpfc,20170623235239,17.29,7
6352,192.168.1.8,jpfc,20170623235241,18.43,8
6353,192.168.1.8,jpfc,20170623235243,17.18,7
6354,192.168.1.8,jpfc,20170623235243,17.18,7
6355,192.168.1.8,jpfc,20170623235245,17.06,7
6356,192.168.1.8,jpfc,20170623235245,17.06,7
6357,192.168.1.8,jpfc,20170623235247,13.53,7
6358,192.168.1.8,jpfc,20170623235249,13.58,8
6359,192.168.1.8,jpfc,20170623235251,12.43,7
6360,192.168.1.8,jpfc,20170623235253,12.04,7
6361,192.168.1.8,jpfc,20170623235253,12.04,7
6362,192.168.1.8,jpfc,20170623235255,12.36,7
6363,192.168.1.8,jpfc,20170623235257,16.75,7
6364,192.168.1.8,jpfc,20170623235259,16.55,8
6365,192.168.1.8,jpfc,20170623235301,15.31,8
6366,192.168.1.8,jpfc,20170623235303,17.59,7
6367,192.168.1.8,jpfc,20170623235303,17.59,7
6368,192.168.1.8,jpfc,20170623235305,20.83,7
6369,192.168.1.8,jpfc,20170623235307,17.74,7
6370,192.168.1.8,jpfc,20170623235309,8.33,8
6371,192.168.1.8,jpfc,20170623235311,13.77,7
6372,192.168.1.8,jpfc,20170623235311,13.77,7
6373,192.168.1.8,jpfc,20170623235313,12.39,7
6374,192.168.1.8,jpfc,20170623235315,12.48,7
6375,192.168.1.8,jpfc,20170623235317,13.04,8
6376,192.168.1.8,jpfc,20170623235319,12.01,7
6377,192.168.1.8,jpfc,20170623235321,17.40,7
6378,192.168.1.8,jpfc,20170623235323,15.41,7
6379,192.168.1.8,jpfc,20170623235323,15.41,7
6380,192.168.1.8,jpfc,20170623235325,27.45,7
6381,192.168.1.8,jpfc,20170623235327,16.95,8
6382,192.168.1.8,jpfc,20170623235329,16.55,7
6383,192.168.1.8,jpfc,20170623235329,16.55,7
6384,192.168.1.8,jpfc,20170623235331,22.00,8
6385,192.168.1.8,jpfc,20170623235333,20.73,7
6386,192.168.1.8,jpfc,20170623235335,15.25,8
6387,192.168.1.8,jpfc,20170623235337,19.92,7
6388,192.168.1.8,jpfc,20170623235339,20.97,7
6389,192.168.1.8,jpfc,20170623235341,17.53,7
6390,192.168.1.8,jpfc,20170623235343,19.69,8
6391,192.168.1.8,jpfc,20170623235345,16.66,8
6392,192.168.1.8,jpfc,20170623235347,14.09,7
6393,192.168.1.8,jpfc,20170623235349,14.63,8
6394,192.168.1.8,jpfc,20170623235351,15.42,7
6395,192.168.1.8,jpfc,20170623235353,16.00,8
6396,192.168.1.8,jpfc,20170623235355,17.84,8
6397,192.168.1.8,jpfc,20170623235357,15.70,7
6398,192.168.1.8,jpfc,20170623235400,21.33,8
6399,192.168.1.8,jpfc,20170623235402,12.95,8
6400,192.168.1.8,jpfc,20170623235404,13.91,7
6401,192.168.1.8,jpfc,20170623235404,13.91,7
6402,192.168.1.8,jpfc,20170623235406,19.18,7
6403,192.168.1.8,jpfc,20170623235406,19.18,7
6404,192.168.1.8,jpfc,20170623235408,17.32,8
6405,192.168.1.8,jpfc,20170623235410,11.52,8
6406,192.168.1.8,jpfc,20170623235412,10.16,7
6407,192.168.1.8,jpfc,20170623235412,10.16,7
6408,192.168.1.8,jpfc,20170623235414,23.47,8
6409,192.168.1.8,jpfc,20170623235416,15.58,7
6410,192.168.1.8,jpfc,20170623235418,17.61,7
6411,192.168.1.8,jpfc,20170623235420,13.90,7
6412,192.168.1.8,jpfc,20170623235422,11.99,7
6413,192.168.1.8,jpfc,20170623235424,16.08,7
6414,192.168.1.8,jpfc,20170623235426,14.98,8
6415,192.168.1.8,jpfc,20170623235428,18.46,7
6416,192.168.1.8,jpfc,20170623235430,17.66,7
6417,192.168.1.8,jpfc,20170623235432,15.67,8
6418,192.168.1.8,jpfc,20170623235434,14.37,7
6419,192.168.1.8,jpfc,20170623235436,18.22,8
6420,192.168.1.8,jpfc,20170623235438,19.89,7
6421,192.168.1.8,jpfc,20170623235440,14.22,7
6422,192.168.1.8,jpfc,20170623235442,16.47,7
6423,192.168.1.8,jpfc,20170623235444,16.15,7
6424,192.168.1.8,jpfc,20170623235446,18.06,7
6425,192.168.1.8,jpfc,20170623235446,18.06,7
6426,192.168.1.8,jpfc,20170623235448,17.64,7
6427,192.168.1.8,jpfc,20170623235450,11.39,8
6428,192.168.1.8,jpfc,20170623235452,13.75,8
6429,192.168.1.8,jpfc,20170623235454,13.37,7
6430,192.168.1.8,jpfc,20170623235456,16.54,7
6431,192.168.1.8,jpfc,20170623235458,15.88,7
6432,192.168.1.8,jpfc,20170623235500,18.18,7
6433,192.168.1.8,jpfc,20170623235503,14.40,7
6434,192.168.1.8,jpfc,20170623235505,15.70,7
6435,192.168.1.8,jpfc,20170623235507,14.33,7
6436,192.168.1.8,jpfc,20170623235509,13.75,7
6437,192.168.1.8,jpfc,20170623235511,14.53,7
6438,192.168.1.8,jpfc,20170623235513,13.70,8
6439,192.168.1.8,jpfc,20170623235515,13.36,7
6440,192.168.1.8,jpfc,20170623235517,15.94,8
6441,192.168.1.8,jpfc,20170623235519,17.17,7
6442,192.168.1.8,jpfc,20170623235519,17.17,7
6443,192.168.1.8,jpfc,20170623235521,16.47,7
6444,192.168.1.8,jpfc,20170623235523,19.03,7
6445,192.168.1.8,jpfc,20170623235525,14.77,8
6446,192.168.1.8,jpfc,20170623235527,16.06,7
6447,192.168.1.8,jpfc,20170623235529,13.95,8
6448,192.168.1.8,jpfc,20170623235531,14.10,7
6449,192.168.1.8,jpfc,20170623235533,13.44,8
6450,192.168.1.8,jpfc,20170623235535,13.51,7
6451,192.168.1.8,jpfc,20170623235537,14.50,8
6452,192.168.1.8,jpfc,20170623235539,17.18,39
6453,192.168.1.8,jpfc,20170623235541,13.94,7
6454,192.168.1.8,jpfc,20170623235543,13.90,7
6455,192.168.1.8,jpfc,20170623235545,16.40,8
6456,192.168.1.8,jpfc,20170623235547,18.06,7
6457,192.168.1.8,jpfc,20170623235549,17.90,7
6458,192.168.1.8,jpfc,20170623235551,17.21,7
6459,192.168.1.8,jpfc,20170623235553,17.73,7
6460,192.168.1.8,jpfc,20170623235555,17.84,7
6461,192.168.1.8,jpfc,20170623235557,17.62,7
6462,192.168.1.8,jpfc,20170623235559,18.29,7
6463,192.168.1.8,jpfc,20170623235601,18.20,7
6464,192.168.1.8,jpfc,20170623235603,16.59,7
6465,192.168.1.8,jpfc,20170623235605,15.31,7
6466,192.168.1.8,jpfc,20170623235607,15.99,7
6467,192.168.1.8,jpfc,20170623235609,15.82,8
6468,192.168.1.8,jpfc,20170623235611,16.61,7
6469,192.168.1.8,jpfc,20170623235614,17.09,8
6470,192.168.1.8,jpfc,20170623235616,16.29,7
6471,192.168.1.8,jpfc,20170623235618,12.31,7
6472,192.168.1.8,jpfc,20170623235620,12.46,7
6473,192.168.1.8,jpfc,20170623235622,12.23,8
6474,192.168.1.8,jpfc,20170623235624,11.85,7
6475,192.168.1.8,jpfc,20170623235626,12.04,7
6476,192.168.1.8,jpfc,20170623235628,11.63,7
6477,192.168.1.8,jpfc,20170623235630,12.32,8
6478,192.168.1.8,jpfc,20170623235632,10.83,7
6479,192.168.1.8,jpfc,20170623235634,10.41,7
6480,192.168.1.8,jpfc,20170623235636,14.89,7
6481,192.168.1.8,jpfc,20170623235636,14.89,7
6482,192.168.1.8,jpfc,20170623235638,15.61,7
6483,192.168.1.8,jpfc,20170623235640,13.96,7
6484,192.168.1.8,jpfc,20170623235640,13.96,7
6485,192.168.1.8,jpfc,20170623235642,14.48,7
6486,192.168.1.8,jpfc,20170623235642,14.48,7
6487,192.168.1.8,jpfc,20170623235644,13.07,8
6488,192.168.1.8,jpfc,20170623235646,12.83,7
